Target,Stance,Text,Hashtags,Stance_Processed
school_closures,AGAINST,"The Dep of Education has forgotten just how we have lost learners through Suicide due to not performing well in Matric. How does one focus &amp; performs well under these stressing time when schools are closed one week and closed the next, &amp; your educators test +SchoolsMustShutdown",SchoolsMustShutdown,0
face_masks,NONE,"MENTION No trials, just errors.  On the other hand, we in Germany did not learn from our success.. backtoexponential COVIDIOTS ","backtoexponential,COVIDIOTS,FightCOVID19,fightinfodemic,WearADamnMask",1
school_closures,AGAINST,Schools must open in the fall. Early learning (K-4th) is so vital. Children won’t get what they need in most homes.OpenSchools,OpenSchools,0
fauci,AGAINST,"MENTION maybe a better story to air would be the Giants pitcher chose to stand during the national anthem, or maybe the great Dr. Fauci had his mask down and lied about taking a drink. ","OpenTheSchools,FauciTheFraud",0
face_masks,NONE,"MENTION MENTION I’ve not been able to attend too many funerals in support of survivors,  5 friends grieving the loss of their mothers 2 saw fathers die, and 6 friends who’ve had children pass this year 2 were due to symptoms of positive Coronavirus complications    BeSafe ","BeSafe,WearADamnMask",1
stay_at_home_orders,FAVOR,"MENTION IStandWithDan he is doing a great job to get us through this lockdown, we all need to support MENTION in our actions now","IStandWithDan,StayAtHomeSaveLives",2
school_closures,FAVOR,"...technically closing schools would stop the spread of the corona virus sooo, what do ya say school system? close the schools.CloseTheSchools",CloseTheSchools,2
school_closures,NONE,MENTION Accurate. It is indeed high time that we have an honest discussion about private schools.,SaveOurSchools,1
face_masks,NONE,MENTION Why wait? Did you ask him that? ,WearAMask,1
stay_at_home_orders,NONE,MENTION MENTION People wrongly thinking it's only elderly who are in danger and selfishly taking no precautions are causing this to run on and on. ,StaySafeStayHome,1
Legalization of Abortion,AGAINST,Humans have taken over the role of God -,"Humans,God,RachelDolezal,CaitlynJenner,SCOTUSMarriage",0
Climate Change is a Real Concern,FAVOR,"Around 1500 new homes being built every year in England in areas at high risk of floods, adding to risk from","floods,UKClimate2015",2
fauci,AGAINST,so let me get this straight  DrFauci told us masks dont work.  DrFauci told us masks do work.  DrFraudFauci admitted he is a liar.  Dr. Fauci can kick rocks.,"DrFauci,DrFauci,DrFraudFauci",0
school_closures,FAVOR,"Closing schools isn't a bad idea considering that majority of rush hour comes from students commuting to class. And the TTC is so congested because of Uoft, Ryerson, and York students. It's dumb tol wait until COVID19 infects a student before taking action","COVID19,UofT,CloseTheSchools",2
Hillary Clinton,AGAINST,HILLARY has been lying for so long that her first fib was in morse code,"HILLARY,HillNo2016",0
stay_at_home_orders,FAVOR,"MENTION &amp; some AHOLE from Texas just drove all way to Montana to start Coughing uncontrollably in next aisle over from me, heard him keep coughing until a Store Manager ASKED HIM TO LEAVE... i counted 7 different Out-of-State Plates in 3blocks... WTF","Texas,Montana,StayAtHomeSaveLives",2
fauci,FAVOR,MENTION MENTION Propaganda technique of repeating unsubstantiated stats without documented facts about  COVID19 DrFauci &amp; other issues until they may become believed by at least some people is obnoxious tactic being used by,"Propaganda,COVID19,DrFauci,Trump,TrumpLies,FauciHero,VoteOutTheGOP,VoteBlueToSaveAmerica",2
stay_at_home_orders,FAVOR,We had a fruitful discussion on additional safety and security measures to better protect ProudMakatizens against COVID-19.  ,"ProudMakatizens,StaySafeStayHome",2
school_closures,NONE,MENTION TrumpFailedAmerica  and  the TrumpVirus  is running rampant through America. ,"TrumpFailedAmerica,TrumpVirus,NotMyChild",1
Feminist Movement,FAVOR,RT MENTION: Wonder what it'd be like to wear a dress and NOT be sexually harassed for it. ,YesAllWomen,2
face_masks,NONE,MENTION MENTION MENTION Glad you obiviously havent been to a hospital lately.,"staysafe,WearAMaskSaveALife",1
face_masks,AGAINST,"MENTION That is what most elders look like in their n-95 masks. Turns out, if you are older &amp; have breathing issues anyway, including physical restrictions like weight, it can make the mask deadly. If he leaves it on longer he could die.","oxygen,nomasks",0
stay_at_home_orders,NONE,Signed up for premium MENTION today.... so i can set up discounts!  Buy 1 get 1 Free  instrumentals beats discount beatstars hiphop unsignedrapper unsignedartist soundcloudrapper ,"instrumentals,beats,discount,beatstars,hiphop,unsignedrapper,unsignedartist,soundcloudrapper,rap,sale,new,FCKCovid,StaySafeStayHome",1
face_masks,NONE,MENTION You can't make this crap up!  These people are,"insane,MasksOff",1
school_closures,AGAINST,"The way everyone is waiting for University, college and schools to be closed because of coronavirus 🤣💀💀",CloseTheSchools,0
stay_at_home_orders,FAVOR,August already sigh  - I have saved a lot of money in gas this year... and driving 10 miles seems like a big drive..,"sigh,covidlife2020,WearAMask,digdeep,SaferAtHome",2
stay_at_home_orders,AGAINST,ArrestBillGates for lying about the statistics on cases and deaths and manipulating the WHO and the CDC ArrestFauci who aids and abets him,"ArrestBillGates,ArrestFauci,OPENAMERICANOW",0
fauci,NONE,MENTION MENTION MENTION MENTION MENTION I'm with him!,FireFauci,1
Feminist Movement,AGAINST,"IF FEMINISTS WERE HONEST  ""I don't want to learn skills, I want others to work under my name."" ",GamerGate,0
Hillary Clinton,FAVOR,So excited to hear MENTION speak here at MENTION in Hanover HillaryinNH MENTION,"Hanover,HillaryinNH",2
school_closures,AGAINST,MENTION Schools are shut down but teachers still getting paid. No wonder teachers don’t want schools to reopen.,OpenSchools,0
face_masks,AGAINST,"My 18 year old daughter proved today why masks don’t work and shouldn’t be encouraged or mandated ! She wore it on her head like a headband , wore it on her eyes, flung it across the room, and then I caught her chewing on it!!😂😂",NoMasks,0
school_closures,FAVOR,MENTION You think someone actually wrote that line for her?  What a stupid thing to say.  But I guess Pence started it with CDC guidelines 'won't be the reason we won't open schools.' ,NotMyChild,2
stay_at_home_orders,AGAINST,Big thanks to MENTION   My daughter was subject to an over-reactive mother today who saw it fit to drag her daughter away from mine because she didn’t have a mask on. She’s 9. Hope you’re proud of what you’re doing to society. I hope you all b*** in hell!,endthelockdown,0
stay_at_home_orders,NONE,🎶▶Greece MENTION MENTION  On trendmuzikblast MENTION spinning🔂 LISTENLIVEON OURAPPONPLAYSTORE AND,"trendmuzikblast,spinning,OURAPPONPLAYSTORE,WEBSITEONBIO,StaySafeStayHome",1
Legalization of Abortion,NONE,"Bristol Palin doesn't want any lectures, you guys. That's her job.","hypocrisy,15minutes",1
fauci,FAVOR,"Allegedly it was MENTION, one of the most racist liars from self-proclaimed ""entertainment news"" ch FoxNews, who drive up from his FL prop to Maralago &amp; convinced MENTION* to take COVID19 coronavirus seriously! Not DrFauci experts or Dr's. TUCKER CARLSON ppl!","FoxNews,Maralago,COVID19,coronavirus,DrFauci",2
stay_at_home_orders,AGAINST,Someone please remind me why a virus with 90%+ survival rate is still causing lockdowns? ,"Covid_19,endthelockdown",0
Legalization of Abortion,NONE,Bad 2 days for Kansas Conservatives ksleg MENTION going 0-4 in courts,"Kansas,ksleg,SCOTUSMarriage,SCOTUScare,schoolfunding,sweep",1
fauci,AGAINST,Hey MENTION MENTION DrFauci needs to get off the vaccine train and focus on therapies that can be available now or asap!,"DrFauci,vaccine,coronavirus,makeamericahealthyagain",0
Legalization of Abortion,AGAINST,"The same people that demand gov stay out of their vaginas, demand that gov legitimize their same sex bedrooms! Curious. ",LoveWins,0
Climate Change is a Real Concern,FAVOR,"The greatman MENTION met greatman David Attenborough & change seems possible, attainable. Listen up!","greatman,greatman,Attenborobama",2
Climate Change is a Real Concern,NONE,MENTION images like this make me fearful that the next epidemic must be coming soon.,overpopulation,1
Atheism,NONE,Our cause is making definite marks. Never stop.  ,Think,1
stay_at_home_orders,NONE,🎶▶Omg MENTION MENTION    On Totorimuzik MENTION spinning🔂 LISTENLIVEON OURAPPONPLAYSTORE AND,"Totorimuzik,spinning,OURAPPONPLAYSTORE,WEBSITEONBIO,StaySafeStayHome",1
school_closures,FAVOR,"MENTION So many educational 'categories' of students classified 'special needs.' Vary by state. Learning disabled to multiply 'handicapped' &amp; so much more. Some are more physically vulnerable to COVID. If schools accept some, how to tell parents NO to others? No easy answers.",NotMyChild,2
Feminist Movement,FAVOR,Kristen Stewart: 'Hollywood is disgustingly sexist',"kristenstewart,cloudsofsilsmaria,culture,women",2
Legalization of Abortion,AGAINST,RT MENTION: DebbieWashermanSchultz the woman has a voice the doctor has a voice. Who speaks for the baby? I'm just askin.,DebbieWashermanSchultz,0
Atheism,AGAINST,For the oppression of the poor for the sighing of the needy now will I arise. Psalms 12:5,"oppression,poor,needy,Psalms,Bible,God",0
school_closures,NONE,"what forced government to take this step? 1.schools even after pay cut to teachers, not even talking about cut in fees 2.expenses like electricity,stationary,contact pays are saved and benefit not transferred to students. ",SaveOurSchools,1
Hillary Clinton,AGAINST,MENTION I'd ask HillaryClinton to stop lying about Benghazi & ClintonFoundation ties to,"HillaryClinton,Benghazi,ClintonFoundation,terrorist,muslim,ISIS",0
fauci,NONE,"Agenda= back to coronavirus, here we go again   RadicalLeft ","RadicalLeft,FauciTheFraud",1
Feminist Movement,AGAINST,Why is it bad for the Garrick Club to be men only but not bad for my gym to have a women only room?,Hypocrites,0
stay_at_home_orders,NONE,"Why, no, MENTION I'm not going to celebrate ""National Night Out"" with you... wtf is wrong with you??",StaySafeStayHome,1
Climate Change is a Real Concern,FAVOR,As the world emitted CO2 water vapour built up in the atmosphere and caused the Lord to send the flood in retribution,bible,2
fauci,FAVOR,"Wearing a mask should not be political. Masks do not silence you, you can still talk with a mask on. It is about caring for others around you — Not your politics. Listen to DrFauci. Protect others, as you are protecting yourself. Be the solution, not the problem.","DrFauci,WearADamnMask",2
stay_at_home_orders,NONE,🎶▶Lucid dreams MENTION On Totorimuzik MENTION spinning🔂 LISTENLIVEON OURAPPONPLAYSTORE AND,"Totorimuzik,spinning,OURAPPONPLAYSTORE,WEBSITEONBIO,StaySafeStayHome",1
face_masks,AGAINST,MENTION MENTION And definitely don't wear someone else's fear on your face.,MasksOff,0
face_masks,AGAINST,"My wife &amp; I went to Walmart today. Walked right in without wearing masks, not a word was said to us! The place was packed, there was 4 buses in the parking lot that brings the local migrant workers there. Even some of them were not wearing masks.","FraudFauci,NoMaskOnMe",0
fauci,NONE,"MENTION People are not dying from influenza, heart disease, or pneumonia now a days, if they could throw car accidents in there with the covid-19 they would but paper trail would be too long.. yes its a virus like many others but our bodies are built to fight them.",FireFauci,1
face_masks,NONE,"13-07-2020 Malta NoPublicHealthEmergency  COVID19Malta Today: 0 Case  0 Recovery  456 Tests   Totals 674 Recorded cases 107,622 Tests 660 Recoveries 5 Active Cases 9 Deaths  StaySafeStayHealthy  ","Malta,NoPublicHealthEmergency,COVID19Malta,StaySafeStayHealthy,WearAMask",1
school_closures,FAVOR,"MENTION They brag about being the “pro-life” party yet are doing nothing to protect our children in their own schools, whether it be from this pandemic or from school shootings - their hypocrisy knows no bounds....NotMyChild",NotMyChild,2
Feminist Movement,AGAINST,Feminists tend to get upset & leave comedy clubs because humor is a form of intelligence they lack.  GamerGate ,GamerGate,0
face_masks,FAVOR,"MENTION MENTION Dear Senator, thank you for all you do to represent Oregon. Hair clippers are fairly inexpensive and easy to use. Or next time you’re in the valley, I’ll even trim your hair, mask and all. And as an educator I have practiced social distancing all summer.  ✂️ 💇‍♂️",WearAMaskPlease,2
face_masks,AGAINST,"MENTION MENTION No I wouldn't. If this was the pandemic they predicted over 10million people world wide would have died. I'm sorry for the families who have list their loved ones, however wearing a mask in a normal flu season wouldn't stop it...would it? Peace ❤","KeepBritainFree,NoMasks",0
Legalization of Abortion,AGAINST,"We all have a duty to protect the sanctity of life...from the first cell division, to the last.","ProtectLife,pjnet,ctot,ccot",0
stay_at_home_orders,NONE,🎶▶Wake up MENTION    On TRENDVILLA MENTION MENTION MENTION spinning🔂 LISTENLIVEON OURAPPONPLAYSTORE AND,"TRENDVILLA,spinning,OURAPPONPLAYSTORE,WEBSITEONBIO,StaySafeStayHome",1
fauci,FAVOR,"Today DrFauci said if we don't do something we could have &gt; 100K COVID19 cases daily. As it is hospitals in many areas are at full capacity, if cases go up where will they go and who will treat them? We don't have enough healthcareworkers &amp;","DrFauci,COVID19,healthcareworkers,WeAreTired,WearAMask,StayAtHome",2
fauci,FAVOR,MENTION MENTION I bet the people against Fauci wouldn't go to Individual1 if hey got COVID19 they'd go straight to a DOCTOR.,"Fauci,Individual1,COVID19,IStandWithDrFauci,IStandWithFauci",2
Climate Change is a Real Concern,FAVOR,SO EXCITING! Meaningful climate change action is on the way!,"abpoli,GHG",2
Legalization of Abortion,NONE,"Anti-vaxxers are such an idiotic bunch... Seriously, guys. Vaccinate. Your. Kids.","stopsb277,conformcomics,marvel,dc",1
fauci,AGAINST,MENTION MENTION MENTION This is because he positioned to profit immensely from a vaccine. When was the last time Fauci treated a patient? Answer... decades! He needs to be prosecuted for causing the deaths of thousands of Americans?,"Fauci,FireFauci",0
face_masks,FAVOR,MENTION MENTION Why are you asking stupid questions? Give people an inch they take a mile,"StayHomeSaveLives,WearADamnMask",2
Atheism,NONE,"It's been a really, really bad week for bigots.","LGBT,Equality,Nondiscrimination",1
Climate Change is a Real Concern,FAVOR,World Futures Council man at fsds15 points out absurdity of cost benefit analysis discounting future lives,"fsds15,sustainability",2
school_closures,FAVOR,"CSUN, do the right thing and protect your students! What are you waiting for?????? Other Universities are allowing their students to have the option to take classes on line... WHY CAN’T YOU??? MENTION CSUN;COVID19;CloseTheSchools","CSUN,COVID19,CloseTheSchools",2
Atheism,NONE,74 aspiring warriors joined us for a chat on morals. The SCOTUSMarriage decision featured heavily in this topic.,"warriors,SCOTUSMarriage,LoveWins",1
fauci,FAVOR,"MENTION MENTION If you think DrFauci is “deep state,” you’re an idiot. You’re probably one of the a-holes applauding his death threats.  Please tweet from your hospital bed, when need a ventilator but can’t get one, because you’re in a “beautiful red state” that you think is immune to","DrFauci,COVID19",2
face_masks,NONE,MENTION MENTION Why are they so desperate for us to take the vaccine? What’s the hidden agenda?,"KBF,NoMasks",1
fauci,NONE,MENTION MENTION Other countries get to reopen schools and more for one reason - they didn't have a loser of a leader that ignored the science and allowed the pandemic to get out of control in the US.,IStandWithFauci,1
fauci,NONE,"MENTION DrFauci’s best guess was that the tigers *did* get coronavirus from contagious humans, but there’s no evidence that they have transmitted it back to humans. Also, the tigers tested positive, but idk if any of them got sick.","DrFauci,tigers,coronavirus",1
Atheism,AGAINST,Weeping may endure for a night but JOY comes in the morning. You may be going through a midnight hour-but morning is coming!,God,0
Hillary Clinton,NONE,MENTION WE HAVE A TROLL !,"morningjoe,unitedblue",1
fauci,AGAINST,MENTION Overrated “scientist”,FireFauci,0
Hillary Clinton,AGAINST,Does Hillary really need to run this country? Could we just make her president of the Bingo club at Shady Pines? ,"tcot,p2",0
stay_at_home_orders,NONE,🎶▶Overseas MENTION MENTION On Totorimuzik MENTION spinning🔂 LISTENLIVEON OURAPPONPLAYSTORE AND,"Totorimuzik,spinning,OURAPPONPLAYSTORE,WEBSITEONBIO,StaySafeStayHome",1
stay_at_home_orders,FAVOR,One day we won't have to distance. One day we won't have to wear masks. One day we won't have to stay home. One day COVID-19 won't be a threat any more. When that day comes... is up to you.,"WearAMask,SocialDistance,StayAtHomeSaveLives",2
stay_at_home_orders,NONE,It hurts to say “no” — but it hurts much less than the potentially heartbreaking fatal consequences.,StaySafeStayHome,1
fauci,NONE,MENTION While wearing a damn mask,FauciIsAHero,1
Hillary Clinton,AGAINST,MENTION MENTION She is as bad or worse possibly than Obama and she will continue to break laws as if she is invincible.,Obama,0
fauci,AGAINST,"""Dr. Anthony Fauci: Coronavirus pandemic has exposed inequities in America's health-care system""  This dude is a joke.",FireFauci,0
Hillary Clinton,AGAINST,"MENTION is at the top, and has spent her whole career growing government, keeping the deck stacked.",LibertyNotHillary,0
school_closures,FAVOR,My daughter is a SLP working in public schools. I do not want her to be exposed to COVID everyday and risk our lives for an agenda from the trump regime.,NotMyChild,2
Climate Change is a Real Concern,FAVOR,So Christian s...  Without beaches what is your God going to make sand people out of? ,"Christian,RisingSeaLevel",2
face_masks,FAVOR,"An estimated 290,000 to 650,000 people die annually of flu-related causes worldwide. In 7 months, 673,833 Covid_19 deaths have been reported so far. Sources: WHO and Johns Hopkins","Covid_19,WearAMask,WearADamnMask",2
Legalization of Abortion,AGAINST,"In so many ways, to so many people around the world, America really IS the ""Great Satan""","GayMarriage,Drugs,WakeUpAmerica",0
fauci,NONE,MENTION MENTION MENTION Sign me up for the first vaccine MENTION hates.,IStandWithFauci,1
face_masks,AGAINST,"Well folks, that weirdo NealCavuto can skip his Viagra tonight. He finally got to see MENTION wear a mask. The way the media reacts to this proves it’s so much more symbolic than health related. There are some crazy ass lunatics out there.","NealCavuto,MasksOffAmerica",0
face_masks,AGAINST,Wearing a mask to prevent getting the wuhan flu is worthless and stupid.,NoMasks,0
fauci,NONE,MENTION Yes we do.  Ignore this Liberal Media BS just like the Liberal Media ignores that the ChinaVirus cake from China! Trump2020 ,"ChinaVirus,Trump2020,FauciTheFraud",1
Legalization of Abortion,AGAINST,I am 1 in 3... I have had an abortion,"AbortionOnDemand,MenstruationMatters",0
face_masks,FAVOR,MENTION Only in the us is mask wearing seen as an expression of your political views.,"covid19,masks",2
stay_at_home_orders,NONE,MENTION Niagara Area Council turned dwn Face covering. Includes St Kitts. Guess where I’ll be shopping? Not HamOnt I dont stand in lines now. My $ goes to th nxt biz. If I hv to wear a mask I go to th nxt biz. Hamilton small business nds to tell MENTION,"HamOnt,endthelockdown",1
Feminist Movement,FAVOR,"Men that want ""credit"" from women for being feminists are not feminists at all.  They're just men wanting more privileges","vaw,p2",2
fauci,NONE,MENTION Because he did! I couldn't have predicted the depths to which he has failed us!  TrumpFailedAmerica! CheetoMcAsshat DonnieDollhands AmericaorTrump FactsoverFiction DelusionalDonnie TrumpisNotWell ,"TrumpFailedAmerica,CheetoMcAsshat,DonnieDollhands,AmericaorTrump,FactsoverFiction,DelusionalDonnie,TrumpisNotWell,ByeDonJr,KidsLivesMatter,TrumpVirus,Biden2020Landslide,FauciIsAHero",1
school_closures,FAVOR,"Ok MENTION MENTION  now a student MENTION tests +ve, what are you waiting for to close schools?","ScoMoAct,AUSPMACT,9News,coronavirus,COVID19Aus,ClosetheschoolsAustralia,CloseTheSchools",2
face_masks,NONE,"Has Dan Andrews gone too far, or is it better to nip this pandemic outbreak in the bud with stronger lockdowns?","pandemic,stateofdisaster,COVID19au,covid19vic,victorialockdown,Covid_19,Stage4,StayAtHome,WearADamnMask",1
Atheism,NONE,"If current trend of constitution making continues, Indigenous peoples would more than Madhesis- Hachhethu","identity,inclusion",1
fauci,NONE,"MENTION MENTION Stop 🛑 help the American people , COVID19 address this pandemic don’t ignore it!","COVID19,IStandWithFauci",1
Atheism,FAVOR,I'm not reading that mother fucking book because a human wrote it!,"religiousfreedom,Humanslie",2
stay_at_home_orders,NONE,"It doesnt matter who you are,When God says its your time to be blessed,Indeed it is., CoronavirusPandemic ","CoronavirusPandemic,StaySafeStayHome",1
school_closures,FAVOR,we request our respected Prime Minister  MENTION and our education minister MENTION to announce opening of schools after Eid.,OpenSchools,2
face_masks,FAVOR,MENTION I don’t give a damn. But I still wear a mask because I’m selfish bastard.,WearADamnMask,2
face_masks,AGAINST,MENTION MENTION Ditto with respect to any business requiring a mask and we will continue to boycott these businesses once they lift that requirement.  We have no problem supporting those businesses without a mask requirement. ,NoMasks,0
Hillary Clinton,AGAINST,"Saudi Arabia imprisons & flogs rape victims. ""Women's champion"" MENTION has accepted MILLIONS $$$ from Saudi govt",tcot,0
school_closures,FAVOR,The corona virus was announced to be around where i live and schools here hasnt been cancled,CloseTheSchools,2
Legalization of Abortion,AGAINST,We should not deny the basic human right to life for unborn babies.,"LifeWins,EndTheDiscrimination",0
face_masks,FAVOR,LOTS of masks in the mall today. YAY!! MENTION MENTION ,WearADamnMask,2
Hillary Clinton,AGAINST,"I support Bernie on account USA needs a new direction but, if he loses in primary ,I'll support Hillary Clinton.",Sanders2016,0
face_masks,FAVOR,MENTION WI Gov Evers just passed mandatory masks statewide effective today. GOP state legislators already fighting the mask law and threatening lawsuit to WI Supreme Court to overturn. New WI SC Dem Justice just took seat today. So GOP may not succeed‼️🙏WearADamnMask,WearADamnMask,2
fauci,FAVOR,When the orangutan in office starts wearing a mask you know shit just got real.,"WearAMask,IStandWithFauci",2
stay_at_home_orders,NONE,🎶▶Love nwantiti remix MENTION MENTION MENTION On trendmuzikblast MENTION spinning🔂 LISTENLIVEON OURAPPONPLAYSTORE AND,"trendmuzikblast,spinning,OURAPPONPLAYSTORE,WEBSITEONBIO,StaySafeStayHome",1
fauci,AGAINST,MENTION He’s a squirrelly little man who needs to make his mark in life.,firefauci,0
face_masks,NONE,fuck bruh we really half a year deep into quarantine / COVID-19 smh ion like this new normal.,WearADamnMask,1
Climate Change is a Real Concern,FAVOR,Disappointed that we are basing decisions about our very real planet on a man made currency system.,"SCOTUS,EPA",2
Feminist Movement,AGAINST,Feminism is Radical Islam painted in pink.  ,GamerGate,0
face_masks,FAVOR,"MENTION Republicans are refusing to wear masks. Coronavirus doesn’t care about politics, how wealthy you are or who you chose to pray to.  Kev, when are you going to demand that fvckwit in our Oval Office gets off the golf course &amp; comes up with a plan?  TrumpHasNoPlan ","TrumpHasNoPlan,WearADamnMask",2
Feminist Movement,FAVOR,Last week a man made a U turn and drove the wrong way on a one way street to tell me about my body. ,"catcalling,streetharassment",2
face_masks,FAVOR,people are so quick to be like millenial this gen Z that yet we are the ones ABIDING TO STOP THE SPREAD OF COVID-19,"rantover,WearADamnMask",2
fauci,FAVOR,".MENTION, DrFauci must be permitted to testify before the AppropriationsCommittee. WeThePeople have faith in him, as well as in his education, experience, &amp; knowledge. WhatAreYouTryingToHide? Covid19 MENTION MENTION MENTION","DrFauci,AppropriationsCommittee,WeThePeople,WhatAreYouTryingToHide,Covid19",2
Feminist Movement,AGAINST,"MENTION Young man, stop wearing your sister's clothes and makeup. You look ridiculous.",SpankAFeminist,0
fauci,FAVOR,MENTION Go f🖕ck yourself! Another Kool-Aid drinker. Do us a favor go visit FL and breath deep!,"COVID19,StandWithDrFauci,FauciIsAHero",2
fauci,FAVOR,MENTION   There once was a Veep named Mike Pence Whose ridiculous lies made no sense He tried to Bull Sh*t us How bad COVID hit us But only his Base is that Dense   MikePence is praying for us - we’re doomed PenceLies - right to our face! COVID19  DrFauci is our best hope,"MikePence,PenceLies,COVID19,DrFauci",2
fauci,NONE,You really need to stop spreading misinformation about COVID19 and stop suggesting that we need to start reopening sooner rather than later. There is in fact a way to contain this but only if we do not reopen too fast.,"COVID19,TrustFauci",1
Feminist Movement,FAVOR,"son, you can't slut shame a female for having nudes and jerk off to the same nudes at night. you ain't right.",smh,2
face_masks,FAVOR,MENTION MENTION MENTION MENTION YIKES! MENTION is usually my preference.  Hard N.O. If they don’t enforce their mask wearing policy! ,WearAMaskSaveALife,2
face_masks,FAVOR,Why doesn't Pillow Man make MASKS if he wants to be helpful? ,"mypillowguy,coronavirusUSA,masks",2
stay_at_home_orders,NONE,🎶▶Baby mo MENTION MENTION    On TRENDVILLA MENTION MENTION MENTION spinning🔂 LISTENLIVEON OURAPPONPLAYSTORE AND,"TRENDVILLA,spinning,OURAPPONPLAYSTORE,WEBSITEONBIO,StaySafeStayHome",1
fauci,FAVOR,"WE have had our freedom, jobs &amp; businesses shutDown by 'Federal &amp; State Government's. COVID19 Financial aide is the mail &amp; DrFauci is trying to keep US safe, the Government is simpatico with WEthePeople, EXCEPT property Tax's. PAY TAX or lose your home! NO grace, no extensions!","COVID19,DrFauci",2
school_closures,FAVOR,This is so stupid. Someone has to fricking get corona virus in order for the school to close 🙄 ,CloseTheSchools,2
stay_at_home_orders,NONE,🎶▶So far so good MENTION  On TRENDVILLA MENTION MENTION MENTION spinning🔂 LISTENLIVEON OURAPPONPLAYSTORE AND,"TRENDVILLA,spinning,OURAPPONPLAYSTORE,WEBSITEONBIO,StaySafeStayHome",1
fauci,FAVOR,😷💔🇺🇸 MENTION TRUMP’S WH is now putting opo out on Dr Fauci calling him a liar &amp; saying HE made mistakes b/c he won’t back TRUMP’S lies like the GOP &amp; his lackies. DrFauci is telling FACTS on Coronavirus &amp; TRUMP is killing Americans w his lies.,"DrFauci,Coronavirus,VoteBlueToEndCorruption",2
Atheism,FAVOR,Evidence-based thought just works out better than superstition-based thought.  ,freethinker,2
face_masks,AGAINST,MENTION I can't breathe with a mask made for 1.00 sold for 5.00 with the weight of the world resting on it. ,MasksOffAmerica,0
Legalization of Abortion,AGAINST,I am just as much a feminist as any pro-choicer. I simply carry my beliefs to their logical conclusion.,"faminism,YesAllWomen",0
school_closures,FAVOR,MENTION MENTION MENTION We aren’t going to have children and grandchildren if you continue to force schools to reopen.,"TrumpIsKillingUs,NotMyChild",2
fauci,FAVOR,"This is not an ego stroking trump rally Pence, give facts or get off the air.","DrFauci,Coronavirus",2
stay_at_home_orders,NONE,🎶▶Financial woman MENTION MENTION  On Totorimuzik MENTION spinning🔂 LISTENLIVEON OURAPPONPLAYSTORE AND,"Totorimuzik,spinning,OURAPPONPLAYSTORE,WEBSITEONBIO,StaySafeStayHome",1
face_masks,AGAINST,You know who is really loving the mandatory mask mandates? SEXUAL PREDATORS!!! Lurking in plain sight. Protect your children now more than ever!,NoMask,0
fauci,FAVOR,"TrumpPressConf TrumpPressBriefing TrumpPressConference   DrFauci is smooth. ""Thank you Mr. Vice President"". Nothing for dumb Donnie. ","TrumpPressConf,TrumpPressBriefing,TrumpPressConference,DrFauci,Trump,LiarInChief,UnfitToBePresident,coronavirus,COVID19",2
Hillary Clinton,AGAINST,Thank you for your kind RTs and FAVs MENTION !!!,"WakeUpAmerica,todosmarchamos,Cuba",0
Feminist Movement,FAVOR,"For Us, By Us: These Apps Are What Happens When Girls HackForGirlsRights via MENTION","HackForGirlsRights,girlsintechht",2
Atheism,AGAINST,"If you look around you, there is much to be enraptured by. Be awake.",spirituality,0
fauci,NONE,"🛑 Remember:  ❌ No Trumper gave any shit about overworked hospital staffs ❌ Said hospitals empty, Covid19 is less dangerous than flu ❌ Wanted to fire DrFauci ❌ Demanded to be on streets   Now that they have these things going on for them...","Covid19,DrFauci",1
face_masks,AGAINST,MENTION MENTION Ok and if there is never a vaccine? Ease dotell us the plan then??  Do u shut down stadiums for flu..erm no..just get on with life,"KeepBritainFree,NoMasks",0
school_closures,FAVOR,"People saying that schools and the economy could already be opened, with significantly less danger and financial distress, if we just handled the virus as well as most other countries are missing the point! COVFEFE! MENTION",NotMyChild,2
fauci,NONE,Thank You MENTION MENTION and MENTION COVID19 team for the briefing this Sunday evening!  So much good information!  God bless you all with wisdom and effective strategy!  🇺🇸🌟🇺🇸🌟🇺🇸🌟🇺🇸🌟🇺🇸🌟🇺🇸🌟🇺🇸🌟🇺🇸,"COVID19,DrBirx,DrFauci",1
face_masks,FAVOR,RT if you have at least one mask hanging from the rear view  mirror of ya car 😷,"MasksOnOhio,MasksOn",2
stay_at_home_orders,NONE,"MENTION MENTION MENTION MENTION MENTION The pro-active initiatives of district administrative set a benchmark for others.  Proud of all CovidWarriors  Police, medical professionals, caregivers, researchers, leaders responsible for making decisions to make life comfortable during this pandemic.","CovidWarriors,StayAtHomeSaveLives",1
fauci,AGAINST,MENTION EXPERTS like DrFauci got AMERICANS hooked on opioids and now says a DRUG isn’t QUALIFIED?,"DrFauci,Hydroxychloroquine,COVID19",0
school_closures,AGAINST,"Alcohol was banned with immediate effect because it provides no tenders for creedy comorates, school will proceed due to the fact that they have tenders in schools, ppes, feeding schemes, transportation, etc",SchoolsMustShutdown,0
Climate Change is a Real Concern,NONE,MENTION suggests we should have schools for politicians to educate them on critical issues,"WithCompassion,HHDL80",1
school_closures,AGAINST,MENTION So true. Your teachers need to focus on what they need to do to get ready for the fall semester. Teachers are planning right now. Let them know what the expectation will be. Online learning is a temporary situation.,"SchoolReopening,SchoolsMustShutdown",0
